Array Design Name	Agilent-021827 Human miRNA Microarray G4470C (Feature Number version)
Provider	 Agilent Technologies(cag_sales-na@agilent.com)
Comment[ArrayExpressAccession]	A-GEOD-14767
Comment[SecondaryAccession]	GPL14767
Comment[Description]	Array Manufacturer: Agilent Technologies, Catalogue number: G4470C, Distribution: commercial, Technology: in situ oligonucleotide, Human miRNA Microarray 3.0  Arrays of this design have barcodes that begin with 16021827 or 2521827.  Orientation: Features are numbered numbered Left-to-Right, Top-to-Bottom as scanned by an Agilent scanner (barcode on the left, DNA on the back surface, scanned through the glass), matching the FeatureNum output from Agilent's Feature Extraction software.  The ID column represents the Agilent Feature Extraction feature number.  Rows and columns are numbered as scanned by an Axon Scanner (barcode on the bottom, DNA on the front surface).  To match data scanned on an Axon scanner, use the RefNumber column contained in the Agilent-provided GAL file as the ID_REF column in sample submissions. <br>Reporter Name = Agilent feature number<br>Comment[CONTROL_TYPE] = Control type<br>Reporter Database Entry [mirbase] = miRBase LINK_PRE:http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=<br>Comment[GENE_NAME] = Gene Name<br>Comment[ACCESSION_STRING] = Accession String<br>Reporter Database Entry [chromosome_coordinate] = Chromosomal Location<br>Comment[SPOT_ID] = Spot identifier
Comment[SubmittedName]	Agilent-021827 Human miRNA Microarray G4470C (Feature Number version)
Comment[Organism]	Homo sapiens
Comment[ArrayExpressReleaseDate]	2011-10-20
Printing Protocol	see manufacturer's web site at http://www.agilent.com/
Surface Type
Substrate Type
Term Source Name	chromosome_coordinate	mirbase
6562	hsv1-miR-H1_v14.0	unmapped
6563	hsa-miR-122	chr18:56118325-56118341
6564	hsa-miR-96	chr7:129414562-129414542
6565	hsa-miR-589	chr7:5535494-5535482
6566	hsa-miR-520g	chr19:54225479-54225497
6567	hsa-miR-938	chr10:29891228-29891216
6568	hsa-miR-183*	chr7:129414831-129414820
6569	hsa-miR-297	chr4:111781761-111781747
6570	hsa-miR-518e	chr19:54233149-54233165
6571	hsa-miR-1250	chr17:79107039-79107025
6572	hsa-miR-891b	chrX:145082602-145082583
6573	hsa-miR-558	chr2:32757282-32757298
6574	hsa-miR-367*	chr4:113569056-113569036
6575	hsa-miR-132*	chr17:1953245-1953228
6576	hsa-miR-363*	chrX:133303435-133303419
6577		
6578	hsa-miR-936	chr10:105807882-105807869
6579	jcv-miR-J1-5p	unmapped
6580	hsa-miR-1292	chr20:2633439-2633449
6581	hsa-miR-1308_v15.0	chrX:22080280-22080269
6582	hcmv-miR-US25-2-5p	HEHCMVCG:000215473-000215460
6583	hsa-miR-921	chr1:166124005-166123990
6584		
6585	hsa-miR-1322	chr8:10682951-10682939
6586	hsa-miR-1260	chr14:77732578-77732591
6587	hsa-miR-24-1*	chr9:096888132-096888151,chr9:097848311-097848330
6588	hsa-miR-1185	chr14:101509331-101509348,chr14:101510552-101510569
6589	hsa-miR-515-3p	chr19:054182309-054182328,chr19:054188315-054188334
6590	hsa-miR-338-3p	chr17:79099745-79099726
6591	kshv-miR-K12-4-3p	KSU75698:000121478-000121465
6592	kshv-miR-K12-1	KSU75698:000121871-000121855
6593	hsa-miR-128	chr2:136423018-136423036,chr3:035786021-035786039
6594	hsa-miR-921	chr1:166124005-166123992
6595	hsa-miR-589	chr7:5535494-5535481
6596	hsa-miR-576-5p	chr4:110409870-110409890
6597	hsa-miR-374b*	chrX:73438443-73438426
6598	hsa-miR-624*	chr14:030553639-030553621,chr14:031483888-031483870
6599	hsa-miR-449a	chr5:054466396-054466377,chr5:054502153-054502134
6600	hsa-miR-671-5p	chr7:150935548-150935557
6601	hsa-miR-567	chr3:111831671-111831685
6602	hsa-miR-451	chr17:27188424-27188404
6603	hsa-miR-612	chr11:65211953-65211968
6604	hsv1-miR-H4*	unmapped
6605	hsa-miR-451	chr17:27188424-27188404
6606	hsa-miR-342-5p	chr14:100576013-100576030
6607	hsa-miR-181a*	chr1:198828257-198828241
6608	hsa-miR-548a-5p	chr8:105496642-105496622
6609	hsa-miR-1469	chr15:96876502-96876511
6610	hsa-miR-26b*	chr2:219267419-219267436
6611	hsa-miR-1284	chr3:71591171-71591157
6612	hsa-miR-1270	chr19:020510115-020510099,chr19:020579274-020579258
6613	hsa-miR-576-5p	chr4:110409873-110409890
6614	hsa-miR-1288	chr17:16185379-16185392
6615	hsa-miR-423-3p	chr17:28444162-28444171
6616	hiv1-miR-TAR-5p	unmapped
6617	hsa-miR-539	chr14:101513667-101513687
6618	hsa-miR-603	chr10:24564678-24564695
6619	hsa-miR-300	chr14:101507758-101507772
6620	hcmv-miR-UL112	HEHCMVCG:000163237-000163250
6621		
6622	hsa-miR-182*	chr7:129410309-129410291
6623	hsa-miR-548i	chr3:125509306-125509291,chr4:009557848-009557833,chr8:007946522-007946507,chrX:083480791-083480776
6624	hsa-miR-25*	chr7:99691216-99691201
6625	ebv-miR-BART18-3p	HHV507799:000146001-000146019
6626	hsa-miR-122*	chr18:56118357-56118377
6627	hsa-miR-191	chr3:49058088-49058077
6628	hsa-let-7i*	chr12:62997533-62997548
6629		
6630	kshv-miR-K12-9	KSU75698:000119361-000119348
6631	hsa-miR-200b	chr1:1102547-1102561
6632	hsa-miR-1294	chr5:153726719-153726734
6633	hsa-miR-638	chr19:10829108-10829119
6634	hsa-miR-27b	chr9:97847792-97847807
6635	hsa-miR-345	chr14:100774223-100774234
6636	hsa-miR-136	chr14:101351054-101351075
6637	hsa-miR-496	chr14:100596724-100596739,chr14:101526971-101526986
6638	hsa-miR-342-3p	chr14:100576061-100576074
6639	hsa-miR-514	chrX:146360843-146360826,chrX:146363534-146363517,chrX:146366232-146366215
6640	hsa-miR-557	chr1:168344830-168344844
6641	hsa-miR-510	chrX:146353883-146353870
6642	hsa-miR-30c-2*	chr6:72086730-72086713
6643	hsa-let-7c	chr21:17912163-17912179
6644	hsa-miR-412	chr14:101531846-101531859
6645	hsa-miR-887	chr5:15935349-15935359
6646	ebv-miR-BART3*	HHV507799:000139091-000139107,HHV507799:000139091-000139107
6647	hsa-miR-1280	chr3:128081018-128081028
6648	hsa-miR-134	chr14:101521041-101521052
6649	hsa-miR-767-5p	chrX:151561941-151561927
6650		
6651	hsa-miR-411	chr14:101489681-101489697
6652	hsa-miR-497	chr17:6921273-6921257
6653	hsa-miR-302a*	chr4:113569366-113569349
6654	hsa-miR-363	chrX:133303478-133303462
6655	hsa-miR-27a	chr19:13947324-13947310
6656	hsa-miR-203	chr14:104583811-104583827
6657	ebv-miR-BART17-3p	HHV507799:000139960-000139975
6658	hsa-miR-708*	chr11:79113143-79113128
6659	hsa-miR-193a-5p	chr17:29887045-29887056
6660	hsa-miR-518e*	chr19:054189742-054189759,chr19:054198483-054198500,chr19:054201658-054201675,chr19:054233111-054233128,chr19:054254484-054254501,chr19:054255669-054255686
6661	hsa-miR-1183	chr7:21510736-21510749
6662	hsa-miR-29a*	chr7:130561530-130561511
6663	ebv-miR-BART14	HHV507799:000148783-000148799,HHV507799:000148783-000148799
6664	hiv1-miR-TAR-3p	unmapped
6665	hsa-miR-30c	chr1:041222977-041222994,chr6:072086691-072086674
6666	ebv-miR-BART10*	HHV507799:000147321-000147342
6667	hsa-miR-223*	chrX:65238739-65238758
6668	hsa-miR-151-3p	chr8:141742729-141742714,chr8:141811911-141811896
6669	hsa-miR-96	chr7:129414562-129414543
6670	hsa-miR-492	chr12:95228208-95228225
6671	ebv-miR-BART15	HHV507799:000139555-000139574
6672	kshv-miR-K12-9	KSU75698:000119361-000119347
6673	hsa-miR-181a	chr1:198828218-198828204,chr9:127454767-127454781
6674	hsa-miR-886-3p_v15.0	chr5:135416286-135416269
6675	hsa-miR-1301	chr2:25551579-25551567
6676	hsa-miR-1291	chr12:49048263-49048248
6677	hsa-miR-362-5p	chrX:049660324-049660339,chrX:049773584-049773599
6678	hsa-miR-1250	chr17:79107039-79107026
6679	hiv1-miR-N367	unmapped
6680	hsa-miR-374a*	chrX:73507183-73507164
6681	hsa-miR-651	chrX:8095028-8095042
6682	hsa-miR-219-5p	chr6:033175633-033175652,chr6:033283611-033283630,chr9:130194756-130194737,chr9:131154935-131154916
6683	hsa-let-7c*_v16.0	chr21:17912189-17912201
6684	hsa-miR-618	chr12:81329552-81329539
6685	hsa-miR-891a	chrX:145109343-145109331
6686	hsa-miR-455-5p	chr9:116011555-116011571,chr9:116971734-116971750
6687	hsa-miR-211	chr15:31357281-31357262
6688	hsa-miR-182	chr7:129410268-129410254
6689	hsa-miR-198	chr3:120114541-120114528
6690	hsa-miR-362-3p	chrX:49773617-49773634
6691	hsa-miR-616*	chr12:056199249-056199236,chr12:057912982-057912969
6692	hsa-miR-616	chr12:57913022-57913009
6693	hsa-miR-920	chr12:24365410-24365424
6694	hsa-miR-548i	chr3:125509306-125509293,chr4:009557848-009557835,chr8:007946522-007946509,chrX:083480791-083480778
6695	hsa-miR-497*	chr17:6921314-6921300
6696	kshv-miR-K12-6-5p	KSU75698:000120787-000120773
6697	hsa-miR-555	chr1:155316221-155316208
6698	kshv-miR-K12-12*	KSU75698:000117716-000117703,KSU75698:000117716-000117703,KSU75698:000117716-000117703
6699	hsa-miR-548g	chr4:148265855-148265835
6700	hsa-miR-10a	chr17:46657243-46657224
6701	hsa-miR-34b	chr11:111383718-111383733
6702	ebv-miR-BART20-5p	HHV507799:000148344-000148359,HHV507799:000148344-000148359
6703	hsa-miR-1243	chr4:114028027-114028044
6704	hsa-miR-26a-1*	chr3:38010947-38010964
6705	hsa-miR-449b	chr5:54466510-54466494
6706	hsa-miR-20a	chr13:92003331-92003348
6707	hsa-miR-1208	chr8:129162380-129162392
6708	hsa-miR-148a	chr7:25989603-25989585
6709	hsa-miR-323b-5p	chr14:101522576-101522592,chr14:101522576-101522592
6710	hsa-miR-520h	chr19:54245824-54245841
6711	hsa-miR-664	chr1:220373950-220373935
6712	hsa-miR-30a	chr6:072113280-072113265,chr6:072170001-072169986
6713	hsa-miR-412	chr14:101531846-101531859
6714	hsa-miR-424*	chrX:133680711-133680699
6715	hsa-miR-496	chr14:100596723-100596739,chr14:101526970-101526986
6716	hsa-miR-33a	chr22:42296954-42296973
6717	hsa-miR-302d	chr4:113569225-113569210
6718	hsa-miR-557	chr1:168344830-168344844
6719	ebv-miR-BART2-5p	HHV507799:000152756-000152768,HHV507799:000152756-000152768
6720	hsa-miR-1259_v15.0	chr20:47896865-47896882
6721	hsa-miR-934	chrX:135633064-135633072
6722	hsa-miR-653	chr7:93112104-93112086
6723	hsa-miR-1274a_v16.0	chr5:41475752-41475764
6724		
6725	hsa-miR-126*	chr9:139565069-139565088
6726	hsa-miR-1263	chr3:163889292-163889279
6727	hsa-miR-32	chr9:111808535-111808520
6728	hsa-miR-941	chr20:062550856-062550870,chr20:062551107-062551121,chr20:062551163-062551177,chr20:062551219-062551233,chr20:062551275-062551289
6729	hsa-miR-1182	chr1:231155657-231155645
6730	hsa-miR-1322	chr8:10682951-10682939
6731	hcmv-miR-UL112	HEHCMVCG:000163235-000163250
6732	hsa-miR-595	chr7:158325490-158325476
6733	hsa-miR-325	chrX:76225866-76225852
6734	hsa-miR-941	chr20:062550858-062550870,chr20:062551109-062551121,chr20:062551165-062551177,chr20:062551221-062551233,chr20:062551277-062551289
6735	kshv-miR-K12-4-5p	KSU75698:000121440-000121425
6736	hsa-miR-548d-3p	chr8:124360355-124360338,chr8:124429536-124429519,chr17:062898148-062898131,chr17:065467686-065467669
6737	hsa-miR-625	chr14:65937838-65937854
6738	hsa-miR-29c*	chr1:207975233-207975215
6739	kshv-miR-K12-6-3p	KSU75698:000120818-000120805
6740	hsa-miR-486-5p	chr8:041637128-041637140,chr8:041517983-041517971
6741	hsa-miR-151-5p	chr8:141742693-141742678
6742	hsa-miR-507	chrX:146312577-146312560
6743	hsa-miR-376a	chr14:101506457-101506475,chr14:101507164-101507182
6744	hsa-let-7f-1*	chr9:96938696-96938712
6745	hsa-miR-373	chr19:54292008-54292024
6746	hsv1-miR-H2	unmapped
6747	hsa-miR-574-5p	chr4:38869684-38869699
6748	hsa-miR-1278	chr1:193105684-193105703
6749	hsa-miR-629	chr15:70371752-70371738
6750	hsa-miR-431*	chr14:101347415-101347427
6751	hsa-miR-200b	chr1:1102546-1102561
6752	hcmv-miR-US4	HEHCMVCG:000195166-000195177
6753	ebv-miR-BHRF1-2	HHV507799:000042896-000042909
6754	hsa-let-7i*	chr12:62997534-62997548
6755	hsa-miR-1274b_v16.0	chr19:58024405-58024394
6756	hsa-miR-1259_v15.0	chr20:47896866-47896882
6757	hsa-miR-581	chr5:53247369-53247353
6758	hsa-miR-16-2*	chr3:160122589-160122606
6759	hsa-miR-208b	chr14:23887262-23887244
6760	ebv-miR-BART2-5p	HHV507799:000152757-000152768,HHV507799:000152757-000152768
6761	hsa-miR-101*	chr1:65524148-65524134
6762	hsa-miR-320b	chr1:117214416-117214430,chr1:224444798-224444784
6763	hsa-miR-193a-5p	chr17:29887045-29887056
6764	hsa-miR-503	chrX:133680385-133680370
6765	hsa-miR-7-2*	chr15:89155133-89155148
6766	hsa-miR-1321	chrX:85090840-85090854
6767	hsa-let-7f-2*	chrX:53584231-53584211
6768	hsa-miR-505*	chrX:139006342-139006325
6769	hsa-miR-30a*	chr6:072113321-072113305,chr6:072170042-072170026
6770	ebv-miR-BART7*	HHV507799:000146445-000146460
6771	hsa-miR-365	chr16:014403198-014403218,chr17:029902498-029902518
6772	hsa-miR-500a	chrX:049773060-049773073,chrX:049773060-049773073
6773	hsa-miR-155*	chr21:26946338-26946355
6774	hsa-miR-302e	chr11:7256003-7256018
6775	hsa-miR-525-3p	chr19:54200844-54200859
6776	hsa-miR-30c-1*	chr1:41223015-41223032
6777	hsa-miR-29b	chr1:207975861-207975842,chr7:130562290-130562271
6778	hsa-miR-200b	chr1:1102547-1102561
6779	hsa-miR-96*	chr7:129414604-129414591
6780	kshv-miR-K12-4-3p	KSU75698:000121478-000121464
6781	hiv1-miR-TAR-3p	unmapped
6782	hsa-miR-566	chr3:50210778-50210792
6783	hsa-miR-181c*	chr19:13985584-13985598
6784	hsa-miR-376c	chr14:101506072-101506089
6785	hsa-miR-1275	chr6:33967782-33967770
6786	hsa-miR-487a	chr14:101518839-101518852
6787	hsa-miR-125b	chr11:121970500-121970485,chr21:017962579-017962594
6788		
6789	hsa-miR-1270	chr19:020510115-020510099,chr19:020579274-020579258
6790	hsa-miR-147	chr9:123007322-123007306
6791	hsa-miR-181c	chr19:13985543-13985560
6792	hsa-miR-1252	chr12:79813042-79813062
6793	hsa-miR-30c-2*	chr6:72086730-72086714
6794	hsa-miR-892a	chrX:145078251-145078234
6795	hsa-miR-147b	chr15:45725301-45725317
6796	hsa-miR-377	chr14:101528434-101528452
6797	hsa-miR-645	chr20:49202385-49202401
6798	hsa-miR-1251	chr12:97885699-97885711
6799	hsa-miR-181c	chr19:13985544-13985560
6800		
6801	hsa-miR-1248	chr3:186504472-186504490
6802	hsa-miR-432*	chr14:101350887-101350901
6803	hsa-miR-449a	chr5:054466396-054466377,chr5:054502153-054502134
6804	hsa-miR-587	chr6:107232021-107232035
6805	hsv1-miR-H2	unmapped
6806	hsa-miR-548o	chr7:102046296-102046280,chr20:037145255-037145271
6807	hsa-miR-583	chr5:95414863-95414877
6808	hsa-miR-658	chr22:38240363-38240346
6809	hsa-miR-518d-3p	chr19:054238186-054238203,chr19:058929998-058930015
6810	hsa-miR-151-5p	chr8:141742693-141742678
6811	hsa-miR-1302	chr1:000030440-000030458,chr2:114340628-114340610,chr2:208134095-208134077,chr7:018166918-018166900,chr8:142867661-142867643,chr9:000030218-000030236,chr9:100125921-100125903,chr12:113132933-113132915,chr15:102500754-102500736,chr19:000072047-000072065,chr20:049231269-049231251
6812	hsa-miR-518e*	chr19:054189741-054189759,chr19:054198482-054198500,chr19:054201657-054201675,chr19:054233110-054233128,chr19:054254483-054254501,chr19:054255668-054255686
6813	hsa-miR-593	chr7:127721996-127722009
6814	hsa-miR-607	chr10:98588506-98588490
6815		
6816	hsa-miR-1537	chr1:236016360-236016344
6817	hsa-miR-1290	chr1:19223635-19223620
6818	hsa-miR-302b	chr4:113569709-113569692
6819	hsa-miR-17	chr13:092002880-092002894,chrX:133304262-133304248
6820	hsa-miR-671-3p	chr7:150935584-150935594
6821	hsa-miR-939	chr8:145619401-145619390
6822	hsa-miR-664	chr1:220373950-220373936
6823	hsa-miR-375	chr2:219866427-219866415
6824	hsa-miR-29a*	chr7:130561530-130561512
6825	hsa-miR-100*	chr11:122023005-122022986
6826	hsa-miR-566	chr3:50210775-50210792
6827	hsa-miR-513b	chrX:146280596-146280580
6828	hsa-miR-199a-3p	chr1:172113765-172113747,chr9:131007085-131007067,chr19:010928169-010928151
6829	hsa-miR-575	chr4:83674568-83674553
6830	bkv-miR-B1-5p	unmapped
6831	hsa-miR-26b	chr2:219267382-219267400
6832	hsa-miR-187*	chr18:33484836-33484825
6833	hsa-miR-96*	chr7:129414604-129414590
6834	hsa-miR-141	chr12:7073325-7073339
6835	hsa-miR-590-3p	chr7:73605586-73605603
6836	hsa-miR-1297	chr13:54886174-54886159
6837	hsa-miR-298	chr20:57393314-57393301
6838	hsa-miR-181a*	chr1:198828257-198828242
6839	hsa-miR-649	chr22:21388546-21388532
6840	hsa-miR-1236	chr6:31924717-31924704
6841	hsa-miR-539	chr14:101513669-101513687
6842	hsa-miR-99b	chr19:52195878-52195892
6843	hsa-miR-1228	chr12:57588348-57588357
6844	hsa-miR-221	chrX:45605671-45605654
6845	hsa-miR-526b*	chr19:054197701-054197718,chr19:058889513-058889530
6846	hsa-miR-514	chrX:146360843-146360826,chrX:146363534-146363517,chrX:146366232-146366215
6847	hsa-miR-551b	chr3:168269705-168269722
6848		
6849		
6850	hsa-miR-200a	chr1:1103301-1103317
6851	hsv1-miR-H4	unmapped
6852	hsa-miR-517b	chr19:054224374-054224394,chr19:058907389-058907409
6853	hsa-miR-875-5p	chr8:100549045-100549028
6854	hsa-miR-19a	chr13:92003196-92003215
6855	hsa-miR-30b	chr8:135812800-135812786
6856	hsa-let-7i	chr12:62997473-62997492
6857		
6858	hsa-miR-302c*	chr4:113569547-113569536
6859	kshv-miR-K12-1	KSU75698:000121871-000121857
6860	hsa-miR-769-3p	chr19:46522266-46522280
6861	ebv-miR-BART12	HHV507799:000147939-000147957
6862	hsa-miR-645	chr20:49202386-49202401
6863	hsa-miR-556-5p	chr1:162312356-162312372
6864	hsa-miR-615-5p	chr12:54427760-54427772
6865	ebv-miR-BART5	HHV507799:000139687-000139698
6866	hsa-miR-1229	chr5:179225346-179225336
6867	hsa-miR-92a-2*	chrX:133303597-133303582
6868	ebv-miR-BART20-5p	HHV507799:000148345-000148359,HHV507799:000148345-000148359
6869	hsa-miR-524-3p	chr19:054214311-054214328,chr19:058906123-058906140
6870	hsa-miR-518c	chr19:54212053-54212072
6871	hsa-miR-627	chr15:42491804-42491784
6872	hsa-miR-210	chr11:568175-568161
6873	hsa-miR-587	chr6:107232021-107232035
6874	hsa-miR-138	chr3:044155735-044155748,chr16:056892448-056892461
6875	hsa-miR-1289	chr5:132763379-132763363,chr20:034041883-034041867
6876	hsa-miR-9*	chr1:154656832-154656815,chr1:156390208-156390191,chr5:087962744-087962727,chr5:087998500-087998483,chr15:087712310-087712327,chr15:089911306-089911323
6877	hsa-miR-17*	chr13:92002916-92002930
6878	hcmv-miR-UL36*	HEHCMVCG:000049563-000049544
6879	hsa-miR-23a	chr19:13947465-13947449
6880	hsa-miR-1257	chr20:60528643-60528629
6881	hsa-miR-675	chr11:2018020-2018011
6882	hsa-miR-888	chrX:145076332-145076316
6883	hsa-miR-1206	chr8:129021150-129021167
6884	hsa-miR-106b*	chr7:99691688-99691677
6885	hsa-miR-551a	chr1:3477339-3477327
6886	hsa-miR-181d	chr19:13985731-13985746
6887	hsa-miR-1278	chr1:193105685-193105703
6888	hsa-miR-205	chr1:209605519-209605532
6889	hsa-miR-16-1*	chr13:50623185-50623175
6890	hsa-miR-627	chr15:42491804-42491784
6891	ebv-miR-BHRF1-1	HHV507799:000041482-000041495
6892	hsa-miR-340	chr5:179442339-179442323
6893	hsa-miR-940	chr16:2321817-2321827
6894	hsa-miR-382	chr14:101520661-101520674
6895	hsa-miR-539	chr14:101513668-101513687
6896	hsa-miR-610	chr11:28078384-28078397
6897	hsa-miR-19a	chr13:92003196-92003215
6898	hsa-miR-542-3p	chrX:133675444-133675424
6899		
6900	hsa-miR-99a*	chr21:17911464-17911479
6901	hsa-miR-432*	chr14:101350889-101350901
6902	ebv-miR-BART14*	HHV507799:000148751-000148765,HHV507799:000148751-000148765
6903	hsa-miR-498	chr19:54177491-54177506
6904	hsa-miR-130a*	chr11:57408698-57408712
6905	hsa-miR-550a	chr7:030329442-030329453,chr7:030329442-030329453,chr7:032772625-032772636,chr7:032772625-032772636
6906	hsa-miR-331-3p	chr12:094226389-094226407,chr12:095702258-095702276
6907	hsa-miR-30e	chr1:41220049-41220064
6908	hsa-let-7g	chr3:52302319-52302300
6909	hsa-miR-151-3p	chr8:141742729-141742713,chr8:141811911-141811895
6910	kshv-miR-K12-7_v14.0	KSU75698:000120421-000120408
6911	hsa-miR-330-3p	chr19:046142330-046142317,chr19:050834170-050834157
6912	hsa-miR-920	chr12:24365409-24365424
6913		
6914	hsa-miR-548b-5p	chr6:119390257-119390240
6915	hsa-miR-668	chr14:101521646-101521659
6916	hsa-miR-410	chr14:101532301-101532318
6917	hsa-miR-23a	chr19:13947465-13947450
6918	hsa-miR-1302	chr1:000030440-000030458,chr2:114340628-114340610,chr2:208134095-208134077,chr7:018166918-018166900,chr8:142867661-142867643,chr9:000030218-000030236,chr9:100125921-100125903,chr12:113132933-113132915,chr15:102500754-102500736,chr19:000072047-000072065,chr20:049231269-049231251
6919	hsa-miR-208a	chr14:022927709-022927690,chr14:023857869-023857850
6920	hsa-miR-576-3p	chr4:110409915-110409929
6921	hsa-miR-96*	chr7:129414604-129414590
6922	hsa-miR-221*	chrX:45605630-45605611
6923	hsa-miR-495	chr14:101500144-101500162
6924	hsa-miR-128	chr2:136423018-136423036,chr3:035786021-035786039
6925	hsa-miR-616	chr12:57913022-57913011
6926	hcmv-miR-US5-1	HEHCMVCG:000196110-000196122
6927	hsa-miR-30a	chr6:072113280-072113266,chr6:072170001-072169987
6928	kshv-miR-K12-9*	KSU75698:000119327-000119316
6929	hsa-miR-34b*	chr11:110888887-110888907,chr11:111383677-111383697
6930	hsa-miR-212	chr17:1953655-1953642
6931	hsa-miR-30a*	chr6:072113321-072113305,chr6:072170042-072170026
6932	hsa-let-7i*	chr12:62997533-62997548
6933	hsa-miR-1245	chr2:189842866-189842882
6934	hsa-miR-340*	chr5:179442381-179442362
6935	hsa-miR-196b	chr7:27209134-27209116
6936	hsa-miR-708*	chr11:79113143-79113127
6937	kshv-miR-K12-9*	KSU75698:000119327-000119316
6938	hsa-miR-582-5p	chr5:058999469-058999449,chr5:059035226-059035206
6939	hsa-miR-507	chrX:146312577-146312561
6940	hsa-miR-655	chr14:101515949-101515968
6941	hsa-miR-550a*	chr7:030295999-030296016,chr7:030329474-030329491,chr7:030329474-030329491,chr7:032739182-032739199,chr7:032772657-032772674,chr7:032772657-032772674,chr7:029720430-029720413
6942	hsa-miR-376c	chr14:101506073-101506089
6943	hsa-miR-1273	chr8:101036309-101036293
6944	hsa-miR-572	chr4:11370519-11370530
6945	hsa-miR-361-5p	chrX:085045323-085045308,chrX:085158667-085158652
6946	hsa-miR-550a*	chr7:030296000-030296016,chr7:030329475-030329491,chr7:030329475-030329491,chr7:032739183-032739199,chr7:032772658-032772674,chr7:032772658-032772674,chr7:029720430-029720414
6947	hsa-miR-888*	chrX:145076368-145076354
6948	hsa-miR-18b	chrX:133304098-133304080
6949	hsa-miR-548e	chr10:112748741-112748757
6950	hsa-miR-409-3p	chr14:100601442-100601457,chr14:101531689-101531704
6951	hsa-miR-1224-3p	chr3:183959263-183959277
6952	hsa-miR-1207-3p	chr8:129061453-129061466
6953	ebv-miR-BART3*	HHV507799:000139090-000139107,HHV507799:000139090-000139107
6954	ebv-miR-BART1-5p	HHV507799:000139360-000139374
6955	hsa-miR-615-3p	chr12:54427800-54427815
6956	hsa-miR-1471	chr2:232756973-232756961
6957	hsa-miR-367*	chr4:113569056-113569036
6958		
6959	hsa-miR-654-5p	chr14:100576329-100576345,chr14:101506576-101506592
6960	hsa-miR-127-5p	chr14:101349348-101349359
6961	ebv-miR-BART17-5p	HHV507799:000139924-000139936
6962	hsa-miR-96	chr7:129414562-129414542
6963	hsa-miR-1228	chr12:57588349-57588357
6964		
6965	hsa-miR-1271	chr5:175794969-175794984
6966	hsa-miR-1305	chr4:183090500-183090517
6967	hsa-miR-379	chr14:101488414-101488428
6968	hsa-miR-941	chr20:062550856-062550870,chr20:062551107-062551121,chr20:062551163-062551177,chr20:062551219-062551233,chr20:062551275-062551289
6969	hsa-miR-331-3p	chr12:094226390-094226407,chr12:095702259-095702276
6970	hsa-miR-29a	chr7:130561568-130561550
6971	hsa-miR-31*	chr9:21512178-21512161
6972	hsa-miR-1251	chr12:97885699-97885711
6973	hsa-miR-33b*	chr17:17717224-17717215
6974	hsa-miR-188-5p	chrX:49768132-49768143
6975	ebv-miR-BART11-5p	HHV507799:000147544-000147560
6976	hsa-miR-1226	chr3:47891107-47891119
6977	hsa-miR-551b*	chr3:168269674-168269684
6978	hsa-miR-552	chr1:35135280-35135262
6979	hsa-miR-1323	chr19:54175238-54175253
6980	hsa-miR-541	chr14:101530891-101530906
6981	hsa-miR-185	chr22:20020683-20020697
6982	hsa-miR-605	chr10:53059355-53059370
6983	hsa-miR-1229	chr5:179225346-179225336
6984	hsa-miR-206	chr6:52009206-52009220
6985	hsa-miR-144*	chr17:27188586-27188567
6986	hsa-miR-501-3p	chrX:49774389-49774401
6987	hsa-miR-1267	chr13:108183550-108183535
6988	hsa-miR-23b*	chr9:97847513-97847530
6989	hsa-miR-186	chr1:71533349-71533331
6990	hsa-miR-1301	chr2:25551579-25551566
6991	hsa-miR-26a	chr3:038010912-038010925,chr12:058218426-058218413
6992	hsa-miR-1205	chr8:128972891-128972905
6993	hsa-miR-615-3p	chr12:54427800-54427815
6994	hsa-miR-221*	chrX:45605630-45605611
6995	hsa-miR-885-3p	chr3:10436236-10436224
6996		
6997	hsa-miR-7-2*	chr15:89155134-89155148
6998		
6999	hsa-miR-369-5p	chr14:101531946-101531964
7000	hsa-miR-936	chr10:105807882-105807870
7001	hsa-miR-492	chr12:95228209-95228225
7002	ebv-miR-BART1-5p	HHV507799:000139362-000139374
7003	hsa-miR-514	chrX:146360843-146360827,chrX:146363534-146363518,chrX:146366232-146366216
7004	hsa-miR-208b	chr14:23887262-23887243
7005	hsa-miR-483-3p	chr11:2155431-2155415
7006	hsa-miR-452*	chrX:151128178-151128164
7007	hsa-miR-603	chr10:24564681-24564695
7008	hsa-miR-504	chrX:137749905-137749893
